title,text,topics,places,summary,cleaned_summary
ECONOMIC SPOTLIGHT - ITALIAN BOOM,"Italy's strong economic revival has led
some observers to talk of miracles and created euphoria in some
quarters about future growth prospects, but many Italian
experts warn that the current wave of optimism is excessive.
    ""I think all this foreign interest in the so-called Italian
miracle is really exaggerated...Foreign observers always
oscillate in the case of Italy between complete pessimism and
unwarranted optimism,"" says Luigi Spaventa, one of Italy's
leading economists and a professor at Rome University.
    According to Spaventa, these violent swings of mood have
been occurring for the last 15 years, with Italy one minute
seen as the ""bad boy of Europe"" and unable to raise a dollar and
the next a worker of miracles and basking in admiration,
    ""I think there's a lot of exaggeration...Once it used to be
the underground economy and all the correspondents of foreign
newspapers flocked to Italy to study this. That was another
story about nothing - like writing about a black cat in a dark
room.""
    Spaventa, in tune with other economists and industrialists
here, stress Italy's recent achievements, particularly the
dramatic and solid recovery in the fortunes of industrial
enterprises, but warns that the economy is still vulnerable.
     Profits of private sector firms such as Fiat S.P.A.,
&lt;FIAT.M> and &lt;ING. C. Olivetti and C. S.P.A.> are booming, the
major state industries are back in the black after years of
losses, inflation has nosedived and the trade and balance of
payments deficits have been slashed. Expectations by some
experts that Italy is poised to replace Britain as the world's
fifth largest economy have also boosted optimism.
    Italy itself has made it clear it is not happy with what it
feels to be its second-rate status among the major
industrialised countries.
    Only this week, it angrily demanded clarification of this
status after being excluded from a meeting of finance ministers
from the Group of Five (G-5) - comprising the United States,
Japan, West Germany, France and Britain.
    Italy said its exclusion from the meeting violated an
agreement reached in Tokyo last year to let Italy and Canada
attend meetings held by the five whenever discussions concerned
managing the international monetary system.
    But Italy needs first to tackle some fundamental problems
still facing its economy, economists and industrialists say.
    ""We must not forget that ours is still a vulnerable economy,""
warns Fiat managing director Cesare Romiti.
    He says that while Italy's recent achievements are indeed
cause for satisfaction and optimism, the focus now should be on
the problems still remaining rather than those already solved.
    The country's huge state sector deficit, high unemployment
and a heavy dependence on imported oil are among the most
worrying problems, experts say.
    The size of the state spending deficit -- estimated at
109,561 billion lire in 1986 and targetted at 100,000 billion
lire this year -- means there is a risk inflation could spiral
again, says Carlo Scognamiglio, head of the private Luiss
university in Rome.
    Inflation fell into single digits for the first time in a
decade in September 1984 and by January this year was running
at 4.5 pct, but it is still not low enough to guarantee
international competiveness, economists and industrialists say.
    And unemployment was running at 11.6 pct nationally last
October according to the latest official data.
    Recent official data showed that of a total 2.77 million
people seeking work in October 1986, almost 73 pct were aged
between 14 and 29. Unemployment in the south was running at
17.7 pct, more than double that in the industrial north.
    The Organisation for Economic Cooperation and Development
(OECD) recently forecast that Italian gross domestic product
(GDP) would rise rise three pct in 1987 after expanding 2.5 pct
in 1986. But it warned that growth was unlikely to be enough to
check rising unemployment.
    Another problem is Italy's reliance on imported raw
materials. The country imports around 80 pct of its fuel needs.
    This factor actually worked sharply in Italy's favour last
year, when lower energy costs helped slash the country's trade
deficit to 3,717 billion lire  by year end from 23,085 billion
lire in 1985.
    But economists say the improvement owes little to any
structural change in the Italian economy and that any reversal
of the trend in costs could have serious consequences.
    If Italy truly wants to be counted among the world's top
industrialised nations, it also needs to tighten up stockmarket
operating procedures and encourage firms to supply more quality
information about their activities, economists say.
    Italy has no controls on insider trading.
    The country also needs to shed its rigid capital movements
controls -- a European Community directive calls for these to
be dismantled by 1992 -- but this too will require a less
blinkered attitude and a change in traditional operating
procedures, economists say.
    ""Even today, if I wanted to invest in the Tokyo bourse, I
doubt I'd find the expertise in a brokerage firm or in banks
which would allow me to do that,"" says Spaventa.
 REUTER
",[],['italy'],"Italy's economic revival has led some observers to talk of miracles and create euphoria about future growth prospects. Many Italian experts warn that the current wave of optimism is excessive and focus should be on the problems still remaining. The country's huge state sector deficit, high unemployment and dependence on imported oil are among the most worrying problems.",italy 's economic revival ha led observer talk miracle create euphoria future growth prospect many italian expert warn current wave optimism excessive focus problem still remaining country 's huge state sector deficit high unemployment dependence imported oil among worrying problem
U.K. MONEY MARKET RECEIVES 37 MLN STG ASSISTANCE,"The Bank of England said it had provided
the money market with 37 mln stg assistance in the morning
session. This compares with the Bank's downward revised
estimate of the shortfall in the system today of around 700 mln
stg.
    The central bank purchased bank bills outright comprising
four mln stg in band one at 10-7/8 pct and 33 mln stg in band
two at 10-13/16 pct.
 REUTER
","['money-fx', 'interest']",['uk'],The Bank of England provided the money market with 37 million pounds of assistance in the morning session. The central bank purchased bank bills of four million pounds each in band one at 10-7/8 pct and 33 million pounds in band two at 10/13/16%.,bank england provided money market 37 million pound assistance morning session central bank purchased bank bill four million pound band one 10-7/8 pct 33 million pound band two 10/13/16
"JAPAN, U.S. SET TO BEGIN HIGH-LEVEL TRADE TALKS","Japan and the U.S. Kick off top-level
trade talks tomorrow amid signs officials from both sides are
growing increasingly irritated with each other.
    The talks, held annually at sub-cabinet level to review the
whole gamut of U.S./Japan economic relations, will pave the way
for American Secretary of State George Schultz's one day
stop-over here at end-week on his way home from China.
    Faced with growing Congressional protectionist pressure,
the U.S. Administration is pressing Japan for speedy action to
reduce its still huge trade surplus, U.S. Officials said.
    ""We appreciate their frustration,"" a senior Japanese
government official said. ""But we are also frustrated.""
    The official said the 40 pct rise of the yen over the last
18 months has hit Japan hard, forcing exporters to slash
spending and lay off workers to make up for lost sales abroad.
That has not yet shown up in dollar-based statistics on trade,
but it will, he said.
    He said the U.S. Administration was ignoring the progress
that has been made and instead emphasizing the problems that
remain when it talks with Congress.
    ""It would only take five minutes to list their
accomplishments,"" a senior U.S. Official replied.
    The talks begin tomorrow with high-level discussions on the
economic structures of both countries and how they affect the
bilateral trade imbalance, which last year amounted to 51.48
billion dlrs in Japan's favour.
    On the following two days, the topics will range from
multilateral trade talks under the auspices of the General
Agreement on Tariffs and Trade (GATT) to such bilateral trade
problems as super computers.
    The structural talks are intended to be free-wheeling
discussions among senior officials. Tomorrow's topics include
savings and investment issues such as consumer credit and
housing, and the implications of government budget deficits.
    These talks come at a particularly delicate time for the
Japanese government, which is facing increasing domestic
pressure to abandon its tight-fisted fiscal policy and
stimulate the sagging economy by spending more.
    Some U.S. Officials complained Japan has no intention of
boosting domestic demand and imports, as Washington wants.
    Japanese officials in turn pointed the finger at the huge
U.S. Budget deficit as one of the main culprits for the trade
imbalance. That budget deficit has meant that the U.S. Is
buying more imports.
    Japan seems particularly peeved at being singled in a draft
trade bill before the Senate as a nation following adverserial
trade practices. ""It condemns Japan without due process,"" one
Japanese official said.
    That reference spoils what is otherwise a well-thought-out
bill introduced by Democratic Senator Lloyd Bentsen, he said.
    Japan is also not totally happy with the administration's
trade bill, particularly its proposal to establish reciprocal
access to foreign markets as one criteria for retaliatory trade
action by the U.S., Officials said.
    Nevertheless, Japanese officials said they remain in a weak
bargaining position, especially with the threat of a trade bill
overhanging them.
    ""We have no leverage,"" one official admitted.
    As a result, Tokyo is striving to meet U.S. Complaints
about its trade practices in a variety of fields, including
super computers.
    The U.S. Is pressing for greater access to the Japanese
super computer market.
    The Japanese government has sent a long questionnaire to
public institutions like universities which buy the
sophisticated machines in hopes of eventually setting up
informal bidding procedures easily understood by all potential
sellers, officials said.
 REUTER
",['trade'],"['japan', 'usa']","Japan and the U.S. kick off top-level trade talks tomorrow. The talks will pave the way for Secretary of State George Schultz's one-day stop-over here at the end-week on his way home from China. They will discuss economic structures of both countries and how they affect the bilateral trade imbalance, which last year amounted to 51.48 billion dollars in Japan's favour.",japan u.s kick top-level trade talk tomorrow talk pave way secretary state george schultz 's one-day stop-over end-week way home china discus economic structure country affect bilateral trade imbalance last year amounted 51.48 billion dollar japan 's favour
INDIA TO HOLD WHITE SUGAR BUYING TENDER,"India will hold a buying tender on
Wednesday, March 4, for two to three cargoes of white sugar for
March/April shipment, traders said.
 REUTER
",['sugar'],"['uk', 'india']","India will hold a buying tender on Wednesday, March 4, for two to three cargoes of white sugar for March/April shipment, traders said. The tender is open to anyone interested in buying the sugar for shipment in the next 2-3 months.",india hold buying tender wednesday march 4 two three cargo white sugar march/april shipment trader said tender open anyone interested buying sugar shipment next 2-3 month
CARLTON COMMUNICATIONS OPTIMISTIC FOR 1987,"&lt;Carlton Communications Plc> has started
the current financial year well, with accounts for the first
four months showing a healthy increase on the same period last
year, and Chairman M.P. Green told the annual meeting he looked
forward to 1987 with optimism.
    The issue of 4.6 mln shares in ADR form had now been
successfully completed, he added.
    Carlton intended to increase its presence in the U.S. Which
represented 50 pct of the world television market. Conditions
worldwide in the television industry continued to look buoyant,
the Chairman noted.
 REUTER
",['earn'],['uk'],Carlton Communications Plc's accounts for the first four months of the current financial year show a healthy increase on the same period last year. Chairman M.P. Green told the annual meeting he looked forward to 1987 with optimism. The issue of 4.6 million shares in ADR form had now been successfully completed. Carlton intended to increase its presence in the U.S. which represents 50 per cent of the world television market.,carlton communication plc 's account first four month current financial year show healthy increase period last year chairman m.p green told annual meeting looked forward 1987 optimism issue 4.6 million share adr form successfully completed carlton intended increase presence u.s represents 50 per cent world television market
EC OPENS ANTI-DUMPING ENQUIRY INTO SOVIET MERCURY,"The European Community Commission said
it has opened an enquiry into allegations that the Soviet Union
is dumping mercury on the European market at below-cost prices.
    The Commission said its decision follows a complaint from
EC non-ferrous metals producers that the sales of Soviet
mercury were harming their business and threatening jobs in the
European industry.
    According to the complaint, Soviet mercury sales in the EC
had risen from zero in recent years to 100 tonnes between
August and October last year and threaten to capture 25 pct of
the EC market if they continue at the same pace.
    The industry said the mercury was being sold at more than
40 pct below prices charged by EC producers, forcing them to
cut their prices to levels that no longer covered costs. The
imports had caused producers heavy financial losses, it said.
    The Commission said the industry would probably be unable
to hold prices at current levels and that any increase would
result in loss of sales and jobs.
    The so-called anti-dumping procedure opened by the
Commission will allow all interested parties to state their
cases to the authority.
 REUTER
",['strategic-metal'],"['belgium', 'ussr']",The European Community Commission has opened an enquiry into allegations that the Soviet Union is dumping mercury on the European market at below-cost prices. EC non-ferrous metals producers complained that the sales of Soviet mercury were harming their business and threatening jobs in the European industry. The industry said the mercury was being sold at more than 40 pct below prices charged by EC producers.,european community commission ha opened enquiry allegation soviet union dumping mercury european market below-cost price ec non-ferrous metal producer complained sale soviet mercury harming business threatening job european industry industry said mercury wa sold 40 pct price charged ec producer
MANILA SAID TO OFFER DEBT BONDS TO BANKS,"The Philippines will offer commercial
bank creditors an innovative pricing plan that will make debt
payments through certificates of indebtedness instead of cash,
the authoritative Business Day newspaper said.
    Finance Secretary Jaime Ongpin told reporters Saturday that
the alternative proposal is designed to avoid an impasse when
debt rescheduling talks reopen in New York on Tuesday.
    He did not give details but said, ""It is a very useful
alternative and in the end will permit the banks to say that
they achieved their pricing target and will likewise permit the
Philippines to say exactly the same thing.""
    Quoting negotiation documents to be presented to the
country's 12-bank advisory committee, Business Day said the
debt certificates will carry maturities of five or six years.
    It said the certificates will be classified as zero-coupon
bonds or promissory notes with no interest but priced at a
considerable discount from their redemption price.
    It said the debt bonds will entitle holder banks to a
guaranteed return on both interest and principal since no
payment of any kind is made until the bond matures.
    It said a bank can sell the bonds on the secondary bond
market for either dlrs or pesos depending on its requirement.
    The peso proceeds can be invested in selected industries
under the Philippines' debt/equity program. Ongpin said Manila
is sticking to its demand of a spread of 5/8 percentage points
over London interbank offered Rates (LIBOR) for restructuring
3.6 billion dlrs of debt repayments.
    ""(The proposal) will give the banks a choice of 5/8ths or
the alternative,"" Ongpin said. ""Our representatives have gone
to Washington to the (International Monetary) Fund, the (World)
Bank, the Fed (Federal Reserve Board) and the (U.S.) Treasury
to brief them in advance on this alternative and it has
generally been positively received.""
    ""We don't believe that there is going to be a problem on
the accounting side,"" Ongpin said. ""We have run this
alternative proposal to the accounting firms. Neither have the
government regulators indicated that there will be a problem.""
 Reuter
",[],['philippines'],The Philippines will offer commercial bank creditors an innovative pricing plan that will make debt payments through certificates of indebtedness instead of cash. The alternative proposal is designed to avoid an impasse when debt rescheduling talks reopen in New York on Tuesday. Manila is sticking to its demand of a spread of 5/8 percentage points for restructuring 3.6 billion dlrs of debt repayments.,philippine offer commercial bank creditor innovative pricing plan make debt payment certificate indebtedness instead cash alternative proposal designed avoid impasse debt rescheduling talk reopen new york tuesday manila sticking demand spread 5/8 percentage point restructuring 3.6 billion dlrs debt repayment
ARGENTINE DEBT NEGOTIATOR CONFIDENT OF ACCORD,"Argentina's chief debt negotiator
said he was confident of a prompt accord with international
creditor banks for rescheduling the country's foreign debt.
    ""I'm quite optimistic about carrying out a serious and
quick negotiation,"" Treasury Secretary Mario Brodersohn said on
return from talks in New York with leading U.S. and world
financial officials.
    Argentina is currently negotiating terms with the steering
committee for its creditor banks that will allow it to meet
four pct economic growth targets in 1987. It has also asked for
a reduction in interest rates and fresh credit.
    Brodersohn said the growth targets were not negotiable, but
Argentina did not want to follow Brazil in suspending payments
on its foreign debt.
    He said Argentina was seeking 2.15 billion dlrs credit to
meet the targets, adding that the banks' attitude had improved
following Brazil's decision.
    The United States and a group of other industrial nations
on Thursday granted Argentina a 500 mln dlr bridge loan.
    Brodersohn held talks in New York with U.S. Treasury
Secretary James Baker, Federal Reserve chief Paul Volcker and
International Monetary Fund (IMF) head Michel Camdessus.
 Reuter
",[],"['argentina', 'usa']","Argentina's chief debt negotiator is confident of a prompt accord with international creditors for rescheduling the country's foreign debt. Mario Brodersohn held talks in New York with U.S. Treasury Secretary James Baker, Federal Reserve chief Paul Volcker and International Monetary Fund (IMF) head Michel Camdessus.",argentina 's chief debt negotiator confident prompt accord international creditor rescheduling country 's foreign debt mario brodersohn held talk new york u.s treasury secretary james baker federal reserve chief paul volcker international monetary fund imf head michel camdessus
GULF ARAB DEPUTY OIL MINISTERS TO MEET IN BAHRAIN,"Deputy oil ministers from six Gulf
Arab states will meet in Bahrain today to discuss coordination
of crude oil marketing, the official Emirates news agency WAM
reported.
    WAM said the officials would be discussing implementation
of last Sunday's agreement in Doha by Gulf Cooperation Council
(GCC) oil ministers to help each other market their crude oil.
    Four of the GCC states - Saudi Arabia, the United Arab
Emirates (UAE), Kuwait and Qatar - are members of the
Organiaation of Petroleum Exporting Countries (OPEC) and some
face stiff buyer resistance to official OPEC prices.
 Reuter
",['crude'],"['uae', 'bahrain', 'saudi-arabia', 'kuwait', 'qatar']",Deputy oil ministers from six Gulf Arab states will meet in Bahrain today to discuss coordination of crude oil marketing. The officials will be discussing implementation of last Sunday's agreement in Doha by Gulf Cooperation Council (GCC) oil ministers to help each other market their crude oil.,deputy oil minister six gulf arab state meet bahrain today discus coordination crude oil marketing official discussing implementation last sunday 's agreement doha gulf cooperation council gcc oil minister help market crude oil
MANILA OFFICIALS SPLIT OVER DEBT STRATEGY,"A rift has occured among Philippine
officials over debt talks opening tomorrow in New York with
Economic Planning Secretary Solita Monsod accusing the chief
negotiator of softening his stand to gain a quick agreement.
    Monsod told Reuters Finance Secretary Jaime Ongpin had
decided not to insist on Manila's creditor banks pledging to
fund half of a projected 1988/92 financing gap of seven billion
dlrs.
    ""He (Ongpin) wants to finish the negotiations as fast as
possible. I'm saying that's very short-sighted,"" Monsod said.
    Monsod said any pricing agreement on rescheduling 3.6
billion dlrs of the Philippines' total foreign debt of 27.8
billion dlrs would ignore a looming 14 billion dlr net resource
transfer in the same period.
    Manila is seeking a spread of 5/8 percentage points over
the London Interbank Offered Rates (LIBOR).
    Monsod said,  ""Right now we are saying to the banks, let's
share the financing burden.""
    Ongpin said last month the country's consultative group of
multilateral and bilateral aid donors had endorsed a growth
facility to bridge the funding gap.
     He said the government and the consultative group would
meet annually to gauge financing needs for each year. The aid
donors and commercial bank creditors would then be asked to
finance any gap on a shared basis.
    He told reporters on Saturday it would be unwise to try to
pin the banks down on Monsod's proposed growth facility.
    Ongpin acknowledged there was a dispute over tactics.
""Secretary Monsod and I get along famously,"" he said. ""She talks
and I listen but I don't necessarily agree.""
    Monsod said a firm commitment from the banks on bridging
the financing gap would have aided the government's
pump-priming program and 1987/92 medium-term development plan.
    She said if private sector investment continued to be held
back by the fear of a balance of payments crisis and rising
interest rates, the country would fail to achieve its gross
national product (GNP) growth target of an average 6.5 pct over
the next six years.
    ""If you don't get those seven billion dlrs there is no plan.
How can there be a program if there is no finance?"" she said,
adding Ongpin's stand was not good for the economy.
    ""It (Ongpin's stand) is going to make it much more difficult
for the economy to attain its growth targets,"" Monsod said.
    ""Considering what the Philippine negotiating team is going
to press for there is absolutely no reason why they should not
be able to come back (from New York) in a day,"" she said.
    Monsod, the government's chief economic planner, stressed
Manila's policy was growth before debt.
    She said if the banks refused to lend the new money, the
Philippines should copy Brazil's action last week in freezing
all debt repayments.
    ""If the banks do not cooperate by lending you back some of
the money that you are sending abroad, then of course you have
an option,"" Monsod said. ""You just don't send it abroad. You do a
Brazil.""
 REUTER
",[],['philippines'],Economic Planning Secretary Solita Monsod accuses Finance Secretary Jaime Ongpin of softening his stand to gain a quick agreement on rescheduling 3.6 billion dlrs of the Philippines' total foreign debt. Manila is seeking a spread of 5/8 percentage points over the London Interbank Offered Rates (LIBOR).,economic planning secretary solita monsod accuses finance secretary jaime ongpin softening stand gain quick agreement rescheduling 3.6 billion dlrs philippine total foreign debt manila seeking spread 5/8 percentage point london interbank offered rate libor
OECD SAYS JAPAN RESOLVED TO STIMULATE DEMAND,"Japan appears resolved to encourage
domestic demand for its goods instead of relying on exports to
support its economy, Jean-Claude Paye, Director General of the
Organization for Economic Cooperation and Development (OECD),
told a news conference.
    Paye has been in Japan exchanging views on problems
confronting the world economy and the role of the OECD.
    He met with Prime Minister Yasuhiro Nakasone, Foreign
Minister Tadashi Kuranari, Bank of Japan Governor Satoshi
Sumita and other high-ranking Japanese officials.
 Reuter
",[],['japan'],"Jean-Claude Paye has been in Japan exchanging views on the world economy and the role of the OECD. He met with Prime Minister Yasuhiro Nakasone, Foreign Minister Tadashi Kuranari, Bank of Japan Governor Satoshi Sumita and other high-ranking Japanese officials.",jean-claude paye ha japan exchanging view world economy role oecd met prime minister yasuhiro nakasone foreign minister tadashi kuranari bank japan governor satoshi sumita high-ranking japanese official
SAUDI ARABIA REITERATES COMMITMENT TO OPEC ACCORD,"Saudi Arabian Oil Minister Hisham Nazer
reiterated the kingdom's commitment to last December's OPEC
accord to boost world oil prices and stabilize the market, the
official Saudi Press Agency SPA said.
    Asked by the agency about the recent fall in free market
oil prices, Nazer said Saudi Arabia ""is fully adhering by the
... accord and it will never sell its oil at prices below the
pronounced prices under any circumstance.""
    Saudi Arabia was a main architect of December pact under
which OPEC agreed to cut its total oil output ceiling by 7.25
pct and return to fixed prices of around 18 dollars a barrel.
 Reuter
",['crude'],"['saudi-arabia', 'bahrain']","Hisham Nazer, Saudi Arabian Oil Minister, reiterates the kingdom's commitment to last December's OPEC accord to boost world oil prices and stabilize the market. OPEC agreed to cut its total oil output ceiling by 7.25% and return to fixed prices of around 18 dollars a barrel.",hisham nazer saudi arabian oil minister reiterates kingdom 's commitment last december 's opec accord boost world oil price stabilize market opec agreed cut total oil output ceiling 7.25 return fixed price around 18 dollar barrel
KUWAIT MINISTER SAYS NO EMERGENCY OPEC TALKS SET,"Kuwait's oil minister said in a newspaper
interview that there were no plans for an emergency OPEC
meeting after the recent weakness in world oil prices.
    Sheikh Ali al-Khalifa al-Sabah was quoted by the local
daily al-Qabas as saying that ""none of the OPEC members has
asked for such a meeting.""
    He also denied that Kuwait was pumping above its OPEC quota
of 948,000 barrels of crude daily (bpd).
    Crude oil prices fell sharply last week as international
oil traders and analysts estimated the 13-nation OPEC was
pumping up to one million bpd over its self-imposed limits.
 Reuter
",['crude'],['kuwait'],"Sheikh Ali al-Khalifa al-Sabah, Kuwait's oil minister, said there are no plans for an emergency OPEC meeting after the recent weakness in world oil prices. He also denied that Kuwait was pumping above its OPEC quota of 948,000 barrels of crude daily.","sheikh ali al-khalifa al-sabah kuwait 's oil minister said plan emergency opec meeting recent weakness world oil price also denied kuwait wa pumping opec quota 948,000 barrel crude daily"
TAIWAN PLANS NEW TARIFF CUTS,"Taiwan plans another round of deep tariff
cuts this year to help narrow its trade surplus with the U.S.,
A senior economic planner said.
    Wang Chao-Ming, vice-chairman of the council for economic
planning and development, told Reuters Taiwan would further
reduce import tariffs on 1,700 products sometime in the second
half of this year.
    Cuts of up to 50 pct on those items were made last year and
Wang said further cuts would go much deeper.
    ""We have to speed up liberalisation and cut import tariffs
faster and more substantially,"" he said.
    The United States, Taiwan's main trading partner, has said
the island's import tariffs, still ranging from a high of
almost 60 pct, were unacceptable. It has criticised the cuts as
too selective.
     Taiwan's trade surplus with the United States hit 13.6
billion dlrs last year. The surplus has boosted foreign
exchange reserves to 50 billion dlrs, which Wang said made
Taiwan a target for U.S. Protectionism.
    Wang said the trade surplus and the reserves weakened
Taiwan's position in talks with Washington over export quotas,
particularly for shoes, textiles and machine tools which are
among the island's main export-earners.
    A special Taiwanese trade delegation leaves for Washington
tomorrow to try to renegotiate an agreement signed last year
limiting exports of Taiwan textiles.
    Under the accord, Taiwan's textile export growth was
limited to 0.5 pct each year until 1988. Taipei has said it is
losing markets to South Korea and Hong Kong which were given
more generous terms.
 REUTER...
",['trade'],"['usa', 'taiwan', 'south-korea', 'hong-kong']","Taiwan will further reduce import tariffs on 1,700 products sometime in the second half of this year. The United States, Taiwan's main trading partner, has criticised the cuts as too selective. Taiwan's trade surplus with the U.S. hit 13.6 billion dlrs last year.","taiwan reduce import tariff 1,700 product sometime second half year united state taiwan 's main trading partner ha criticised cut selective taiwan 's trade surplus u.s hit 13.6 billion dlrs last year"
RHONE-POULENC TO LAUNCH INVESTMENT CERTIFICATES,"French state-owned chemicals group
Rhone-Poulenc &lt;RHON.PA> said it will increase its capital with
a 2.5 billion franc issue of preferential investment
certificates on March 9.
    Company chairman Jean-Rene Fourtou said 500 mln francs of
the issue will be placed in the U.S. Details of the issue will
be announced by Finance Minister Edouard Balladur on March 6.
    The group, due to be privatised at an unspecified date,
said in January it was planning a capital increase to pursue
its development strategy and make further acquisitions.
    Rhone-Poulenc shares were suspended from trading on the
Paris Bourse last Thursday ahead of the capital increase. The
group's capital currently stands at 4.03 billion francs.
    Fourtou, speaking at a news conference, did not give
details of acquisitions the company planned for 1987.
    He said acquisitions in 1987 would complement an industrial
investment program of around five billion francs, and research
spending of about 3.5 billion francs. Rhone-Poulenc spent 5.5
billion francs on acquisitions last year.
    ""Chemistry is on the move and we face opportunities that
must be seized,"" Fourtou said.
 REUTER
",[],['france'],Rhone-Poulenc will increase its capital with a 2.5 billion franc issue of preferential investment certificates on March 9. Company chairman Jean-Rene Fourtou said 500 million francs of the issue will be placed in the U.S. The group is due to be privatised at an unspecified date.,rhone-poulenc increase capital 2.5 billion franc issue preferential investment certificate march 9 company chairman jean-rene fourtou said 500 million franc issue placed u.s group due privatised unspecified date
"HUTCHISON SEES HIGHER PAYOUT, SATISFACTORY PROFITS","Hutchison Whampoa Ltd &lt;HWHH.HK>
expects satisfactory profits in 1987 and will pay a higher
dividend for the year, chairman Li Ka-shing said.
    He did not make any specific projections for the company's
earnings this year but he said the firm will pay a dividend of
not less than 32.5 cents per share after a proposed
four-for-one stock split and a one-for-four bonus issue.
    It paid total dividends of 1.30 dlrs per share last year,
equal to 26 cents per share, adjusting for the bonus and share
split.
    Hutchison, which has operations ranging from trading to
property and container terminals, earlier reported after-tax
profits of 1.62 billion dlrs against 1.19 billion dlrs in 1985.
    The 1986 total excluded extraordinary gains of 563 mln
dlrs, partly from the sale of some of its stake in the South
China Morning Post, the leading English language newspaper,
compared with 369 mln dlrs the previous year. It said it
expects another 277 mln dlr gain in 1987 from the sale of the
remaining shares.
    Li said Hong Kong's property market remains strong while
its economy is performing better than forecast with its largely
export-led growth.
    Gross domestic product grew by nearly nine pct last year
against an initial government projection of 4.5 pct.
    But he said Hong Kong's large trade deficit with the U.S.
May result in protectionist measures that will adversely affect
the British colony.
    He said all of the company's major operations showed
improved results in 1986.
    Hutchison said earlier it will sell its entire 23.5 pct
interest in Hongkong Electric Holdings Ltd &lt;HKEH.HK> to
&lt;Cavendish International Holdings Ltd>, itself a spin-off from
Hongkong Electric.
    Under a reorganisation announced separately, Hongkong
Electric will spin off all its non-electricity related
activities into Cavendish, which will be listed on the local
stock exchange. Hongkong Electric shareholders will receive one
share in Cavendish for every Hongkong Electric share.
    Cavendish will buy the 348.2 mln Hongkong Electric shares
from Hutchison by issuing 975 mln new shares.
    The spin-off and the sale of Hongkong Electric shares will
give Hutchison a 53 pct stake in Cavendish.
    Li said the decision to spin-off Cavendish is to relieve
Hongkong Electric of public criticism of the power company for
making risky investments. But he denied there was pressure from
the government for the spin-off.
    He said Cavendish will have seven billion dlrs of assets
and will be almost debt free, with 340 mln dlrs of liabilites.
Its major assets are the Hong Kong Hilton Hotel, property
development, and interests in Husky Oil Ltd &lt;HYO.TO> of Canada
and Pearson Plc &lt;PSON.L> of Britain.
 REUTER
",['earn'],['hong-kong'],"Hutchison Whampoa expects satisfactory profits in 1987 and will pay a higher dividend for the year. Chairman Li Ka-shing did not make any specific projections for the company's earnings this year. Hutchison has operations ranging from trading to property and container terminals. It paid total dividends of 1.30 dlrs per share last year, equal to 26 cents per share, adjusting for the bonus and sharesplit. The 1986 total excluded extraordinary gains of 563 mlndlrs, partly from the sale of some of its stake in the South China Morning Post. It said it expects another 277 mln d",hutchison whampoa expects satisfactory profit 1987 pay higher dividend year chairman li ka-shing make specific projection company 's earnings year hutchison ha operation ranging trading property container terminal paid total dividend 1.30 dlrs per share last year equal 26 cent per share adjusting bonus sharesplit 1986 total excluded extraordinary gain 563 mlndlrs partly sale stake south china morning post said expects another 277 mln
BALLADUR EXPECTS IMPROVED FEBRUARY INFLATION DATA,"The French inflation rate is expected to
show a substantial improvement in February after January's very
high 0.9 pct monthly rate, Finance Minister Edouard Balladur
said.
    He told a French television interviewer that half of the
high January rise, which took year on year inflation that month
to three pct, was due to higher oil prices.
    ""Now, taking account of this inflation index, our forecast
for price rises this year is two and a half pct,"" he said.
    Balladur said the upward revision of the inflation target,
which the government had initially set at two pct for this
year, should not affect wage expectations for this year.
    ""There is no reason to envisage a change in our wage policy,""
he said, referring to the government's aim of holding public
sector wage increases to three pct this year.
    Price inflation last year fell to 2.1 pct from 4.7 pct in
1985.
 REUTER
",[],['france'],The French inflation rate is expected to show a substantial improvement in February after January's very high 0.9 pct monthly rate. Half of the January rise was due to higher oil prices. The government's forecast for price rises this year is 2 and a half pct.,french inflation rate expected show substantial improvement february january 's high 0.9 pct monthly rate half january rise wa due higher oil price government 's forecast price rise year 2 half pct
